Frequency_Hz,Reflection_Coefficient,Absorption_Coefficient,Attenuation_dB,Specific_Resistance_Ratio,Specific_Reactance_Ratio
852,0.9794873,0.04060465,0.1800239,0.01773627,-0.8434629
856,0.980493,0.03863347,0.17111,0.01675953,-0.8375169
860,0.9810613,0.03751862,0.1660766,0.01615273,-0.8303809
864,0.9817882,0.03609198,0.1596441,0.01545239,-0.825477
868,0.9840361,0.03167295,0.1397794,0.01343964,-0.8186816
872,0.9842441,0.03126353,0.1379435,0.0131661,-0.8111844
876,0.9849807,0.02981299,0.1314455,0.01245508,-0.8037617
880,0.9843761,0.03100377,0.1367791,0.01287014,-0.7965923
884,0.9832895,0.03314167,0.1463716,0.01370309,-0.7913809
888,0.9820413,0.03559488,0.1574049,0.01463012,-0.783962
892,0.9808491,0.03793508,0.1679562,0.0155227,-0.7781261
896,0.9811068,0.03742951,0.1656746,0.01523062,-0.772634
900,0.9809849,0.0376687,0.1667539,0.01523975,-0.7665355
904,0.9810919,0.03745878,0.1658066,0.01507537,-0.7612067
908,0.9804541,0.03870964,0.1714541,0.01551066,-0.7559794
912,0.978646,0.04225194,0.1874872,0.01684762,-0.7489933
916,0.9777543,0.04399651,0.1954052,0.01747278,-0.7438459
920,0.9771864,0.04510677,0.2004519,0.01782975,-0.7383345
924,0.9770913,0.04529256,0.2012969,0.01784744,-0.7349672
928,0.976512,0.04642439,0.2064487,0.01817714,-0.7276582
932,0.9755236,0.04835373,0.2152445,0.01887701,-0.7235104
936,0.9761767,0.04707909,0.2094314,0.01826795,-0.7177997
940,0.9759963,0.04743129,0.2110369,0.01832855,-0.713232
944,0.9761656,0.04710072,0.20953,0.01809145,-0.7070322
948,0.9759677,0.04748702,0.211291,0.01818271,-0.7034882
952,0.9757411,0.04792935,0.2133082,0.01824608,-0.6970828
956,0.9764307,0.04658306,0.2071714,0.01762636,-0.6913585
960,0.9769539,0.04556102,0.2025183,0.01717224,-0.6877388
964,0.9770762,0.04532206,0.2014311,0.01697564,-0.6811637
968,0.9763836,0.04667503,0.2075903,0.01741601,-0.6763139
972,0.9769377,0.04559273,0.2026626,0.01692414,-0.671326
976,0.9762685,0.04689974,0.2086141,0.01732619,-0.6654096
980,0.9763679,0.04670572,0.2077301,0.01716789,-0.6600559
984,0.9765913,0.04626936,0.2057426,0.0169055,-0.6537508
988,0.9765933,0.0462656,0.2057256,0.01684836,-0.6501396
992,0.977051,0.04537129,0.2016551,0.01643447,-0.6447847
996,0.9775881,0.0443216,0.1968823,0.01595545,-0.6385987
1000,0.9771726,0.04513383,0.2005749,0.01618839,-0.6340845
1004,0.9769165,0.04563415,0.2028511,0.01629799,-0.6290595
1008,0.9773409,0.04480469,0.1990782,0.01590442,-0.6227549
1012,0.9777203,0.04406297,0.1957072,0.01556973,-0.6180847
1016,0.9773383,0.04480982,0.1991015,0.01574825,-0.6115873
1020,0.9771081,0.04525971,0.2011475,0.01585755,-0.6078675
1024,0.976146,0.04713905,0.2097047,0.01644857,-0.6021464
1028,0.9771954,0.04508919,0.2003719,0.01563084,-0.5959491
1032,0.9777225,0.04405868,0.1956877,0.01521708,-0.5923364
1036,0.9780593,0.04340005,0.1926965,0.01490189,-0.5860201
1040,0.9772947,0.04489499,0.1994888,0.01537334,-0.5820093
1044,0.9781172,0.0432868,0.1921823,0.01475274,-0.5775203
1048,0.9781503,0.04322195,0.191888,0.01463813,-0.570268
1052,0.9764639,0.04651821,0.206876,0.01572295,-0.5659414
1056,0.976634,0.04618597,0.2053629,0.01555644,-0.5620768
1060,0.9762898,0.04685819,0.2084248,0.01569717,-0.5552762
1064,0.977767,0.04397172,0.1952926,0.01464428,-0.5501402
1068,0.9769746,0.0455206,0.2023344,0.01509126,-0.5437774
1072,0.9756205,0.04816461,0.2143815,0.01593887,-0.5399704
1076,0.9767224,0.0460133,0.2045768,0.01515046,-0.5352747
1080,0.9762146,0.04700506,0.209094,0.01540396,-0.5289497
1084,0.9762721,0.04689276,0.2085823,0.01530779,-0.5243267
1088,0.9761186,0.04719257,0.2099487,0.01534536,-0.5193605
1092,0.9766396,0.04617518,0.2053138,0.01494646,-0.5144362
1096,0.9762193,0.04699588,0.2090522,0.01514511,-0.5084676
1100,0.9758235,0.04776859,0.212575,0.01534203,-0.5037642
1104,0.9763209,0.04679757,0.2081486,0.01496689,-0.4991276
1108,0.9766565,0.0461421,0.2051632,0.0146742,-0.4924669
1112,0.9768643,0.04573619,0.2033155,0.01449073,-0.4879958
1116,0.9769771,0.04551572,0.2023122,0.0143528,-0.4821175
1120,0.9760093,0.04740584,0.2109209,0.01491893,-0.478294
1124,0.9763596,0.04672194,0.207804,0.01464328,-0.4734478
1128,0.9758905,0.04763782,0.2119786,0.01486488,-0.4671264
1132,0.9755657,0.04827148,0.2148692,0.01500174,-0.4613926
1136,0.9757032,0.0480032,0.2136451,0.01487187,-0.4574677
1140,0.9755645,0.0482738,0.2148798,0.01490514,-0.4527891
1144,0.9763286,0.04678255,0.2080802,0.0143754,-0.4473979
1148,0.9764979,0.04645187,0.2065738,0.01420598,-0.4412155
1152,0.9758325,0.04775089,0.2124943,0.01455849,-0.4361276
1156,0.9762514,0.04693329,0.208767,0.01425295,-0.4313155
1160,0.9753392,0.04871339,0.2168862,0.01474055,-0.4250818
1164,0.9765499,0.04635036,0.2061115,0.01398141,-0.4224055
1168,0.9763126,0.04681361,0.2082217,0.01405918,-0.4159006
1172,0.9762265,0.04698181,0.2089881,0.0140582,-0.4106014
1176,0.9757702,0.04787242,0.2130486,0.01427443,-0.4049089
1180,0.9773068,0.04487145,0.1993817,0.01332295,-0.4010367
1184,0.9774944,0.04450476,0.1977147,0.01315369,-0.3946471
1188,0.9770737,0.04532707,0.2014539,0.01335308,-0.3892229
1192,0.9754986,0.04840255,0.2154673,0.01424192,-0.3850569
1196,0.9771631,0.04515219,0.2006584,0.01320974,-0.379007
1200,0.9766887,0.04607922,0.2048769,0.01344104,-0.3737849
1204,0.9757391,0.04793316,0.2133256,0.01395785,-0.3696831
1208,0.9771273,0.04522222,0.200977,0.01310138,-0.3639683
1212,0.9764163,0.04661125,0.2072998,0.01346485,-0.3583188
1216,0.9759141,0.04759163,0.2117679,0.01370648,-0.3527108
1220,0.9753901,0.04861408,0.2164328,0.01396997,-0.3483182
1224,0.975831,0.04775381,0.2125076,0.01367138,-0.3429677
1228,0.9771071,0.04526168,0.2011565,0.01289342,-0.3368991
1232,0.9758661,0.04768527,0.212195,0.01355856,-0.3317153
1236,0.9747756,0.04981261,0.2219074,0.01414388,-0.3275356
1240,0.9754498,0.04849768,0.2159015,0.01371171,-0.3214079
1244,0.9759468,0.04752785,0.2114771,0.01340024,-0.3174869
1248,0.976054,0.0473187,0.2105236,0.01328869,-0.3107739
1252,0.9762166,0.04700124,0.2090767,0.01315902,-0.3056088
1256,0.9745269,0.05029738,0.2241237,0.01406445,-0.3002953
1260,0.9753288,0.04873371,0.2169789,0.01358529,-0.2961562
1264,0.9748932,0.04958332,0.2208595,0.01377975,-0.2896466
1268,0.9755695,0.04826421,0.214836,0.01337352,-0.2853686
1272,0.9755347,0.0483321,0.2151458,0.01334797,-0.2789544
1276,0.9764941,0.0464592,0.2066072,0.0127936,-0.2752069
1280,0.9763798,0.04668248,0.2076242,0.01281704,-0.2691342
1284,0.9759213,0.04757756,0.2117038,0.01303479,-0.2638933
1288,0.9763319,0.04677594,0.20805,0.01278225,-0.2594923
1292,0.9757857,0.0478422,0.2129107,0.01304474,-0.2537469
1296,0.9743954,0.05055362,0.2252956,0.0137759,-0.2495264
1300,0.974115,0.05109996,0.2277953,0.01388087,-0.242103
1304,0.9750894,0.04920071,0.2191115,0.01333021,-0.2385401
1308,0.9755152,0.04837012,0.2153193,0.01307454,-0.2342828
1312,0.9752198,0.04894638,0.21795,0.01319618,-0.2277136
1316,0.9736589,0.05198842,0.2318636,0.01401908,-0.2244859
1320,0.9738682,0.05158073,0.2299963,0.01387608,-0.2193666
1324,0.9695544,0.05996424,0.2685562,0.01617115,-0.2147453
1328,0.964534,0.06967407,0.3136488,0.0188189,-0.2059214
1332,0.9707379,0.05766797,0.2579605,0.01543103,-0.1980818
1336,0.9740105,0.05130351,0.228727,0.01365376,-0.1924942
1340,0.975565,0.04827291,0.2148757,0.01281021,-0.1889411
1344,0.9741762,0.05098081,0.22725,0.0135245,-0.1841556
1348,0.9752427,0.04890174,0.2177461,0.01293622,-0.1791655
1352,0.9773752,0.0447377,0.1987736,0.01178739,-0.1737712
1356,0.9747172,0.0499264,0.2224275,0.01316924,-0.169055
1360,0.9769279,0.04561192,0.2027499,0.01198271,-0.1634911
1364,0.9759402,0.04754066,0.2115356,0.01248676,-0.1596429
1368,0.9757354,0.04794037,0.2133585,0.01257098,-0.1535696
1372,0.9757081,0.04799366,0.2136016,0.01256587,-0.1483373
1376,0.9760882,0.04725176,0.2102185,0.01234995,-0.1435511
1380,0.9758316,0.04775262,0.2125022,0.01246775,-0.1388198
1384,0.9762032,0.04702729,0.2091954,0.01225538,-0.1332105
1388,0.9760898,0.04724866,0.2102043,0.01230086,-0.1289151
1392,0.9757431,0.04792547,0.2132905,0.01246444,-0.1234207
1396,0.9770272,0.0454179,0.2018672,0.01178315,-0.1185312
1400,0.9759431,0.04753506,0.21151,0.01232992,-0.1128362
1404,0.9763301,0.04677951,0.2080663,0.01211793,-0.1085822
1408,0.976903,0.04566061,0.2029715,0.01180757,-0.1030619
1412,0.9766358,0.04618263,0.2053477,0.01193336,-0.09783446
1416,0.9760221,0.04738092,0.2108073,0.01223983,-0.09318763
1420,0.9767187,0.04602063,0.2046102,0.01186939,-0.08819564
1424,0.9768122,0.04583782,0.203778,0.01181037,-0.08283512
1428,0.9768163,0.04582995,0.2037422,0.01179829,-0.07753146
1432,0.9764401,0.04656476,0.207088,0.011985,-0.07361916
1436,0.9763819,0.04667836,0.2076055,0.01200554,-0.0680563
1440,0.9763628,0.04671562,0.2077752,0.01200685,-0.06262276
1444,0.9762886,0.04686052,0.2084354,0.0120391,-0.05857204
1448,0.9770958,0.04528373,0.2012568,0.01161716,-0.05289165
1452,0.9774221,0.04464614,0.1983574,0.0114441,-0.04792396
1456,0.9774907,0.04451191,0.1977472,0.01140448,-0.04369476
1460,0.9779122,0.04368776,0.1940029,0.01118461,-0.03946543
1464,0.9797535,0.04008311,0.1776637,0.01023787,-0.03292255
1468,0.9790766,0.04140908,0.1836669,0.01058095,-0.02854538
1472,0.9795684,0.04044569,0.1793044,0.01032683,-0.02331903
1476,0.9804661,0.03868616,0.171348,0.009866812,-0.01895474
1480,0.9825453,0.03460485,0.1529489,0.008805836,-0.01364196
1484,0.9822913,0.03510374,0.1551938,0.008933841,-0.006937611
1488,0.9812098,0.03722739,0.1647628,0.009484264,-0.001668443
1492,0.9807826,0.03806543,0.1685447,0.009701962,0.002459977
1496,0.9804218,0.038773,0.1717404,0.009886428,0.007675239
1500,0.9809816,0.03767502,0.1667824,0.009602055,0.01285912
1504,0.9811621,0.03732097,0.1651849,0.009511606,0.01797501
1508,0.9797961,0.03999972,0.1772864,0.01021033,0.02267711
1512,0.980246,0.03911775,0.1732983,0.009982993,0.02734136
1516,0.9792337,0.04110128,0.1822726,0.01050286,0.03206605
1520,0.9790957,0.04137164,0.1834973,0.01057632,0.03611183
1524,0.978931,0.04169422,0.1849589,0.01066558,0.04214138
1528,0.9790183,0.0415231,0.1841835,0.0106246,0.04609771
1532,0.9786275,0.04228818,0.1876515,0.01083043,0.05157903
1536,0.9785849,0.04237163,0.18803,0.01085613,0.05495521
1540,0.9787784,0.0419929,0.1863127,0.01076334,0.06009054
1544,0.9796576,0.04027086,0.1785132,0.01031983,0.06553491
1548,0.9794163,0.04074383,0.180654,0.01044975,0.06993338
1552,0.9791399,0.04128504,0.1831049,0.01059798,0.07418352
1556,0.9791669,0.04123223,0.1828657,0.01059097,0.07842619
1560,0.9776453,0.0442096,0.1963733,0.01138195,0.08321717
1564,0.9802616,0.03908718,0.1731601,0.01004514,0.08822262
1568,0.9807146,0.03819883,0.169147,0.009821138,0.09318937
1572,0.9794289,0.04071891,0.1805412,0.01049092,0.09735604
1576,0.9808503,0.03793275,0.1679457,0.009768864,0.1024253
1580,0.980311,0.03899026,0.1727221,0.01005587,0.1068361
1584,0.9803256,0.03896165,0.1725928,0.01005948,0.1119778
1588,0.9801508,0.03930438,0.1741419,0.01015844,0.1157765
1592,0.9806172,0.03838986,0.1700097,0.009928265,0.120472
1596,0.9800975,0.03940892,0.1746145,0.01020867,0.1251237
1600,0.9797381,0.04011333,0.1778004,0.01040631,0.1295003
1604,0.9799476,0.03970265,0.1759427,0.01030837,0.1335518
1608,0.9800473,0.03950721,0.1750589,0.01027028,0.1385394
1612,0.9787455,0.04205734,0.1866048,0.0109605,0.1428101
1616,0.9790726,0.04141688,0.1837023,0.01080417,0.1474071
1620,0.9807031,0.03822154,0.1692495,0.009969074,0.1525073
1624,0.9791313,0.04130185,0.1831811,0.01079974,0.1556202
1628,0.9798003,0.03999126,0.1772481,0.01046737,0.1609938
1632,0.9788509,0.04185092,0.1856692,0.01097814,0.1648819
1636,0.980142,0.03932166,0.17422,0.01031535,0.1690937
1640,0.9798205,0.03995168,0.1770691,0.01050412,0.1748249
1644,0.9800387,0.03952414,0.1751354,0.01040009,0.1778271
1648,0.9799474,0.03970313,0.1759449,0.01046397,0.1821633
1652,0.979645,0.04029566,0.1786254,0.01064002,0.1865507
1656,0.9795996,0.04038465,0.1790281,0.01067965,0.1905809
1660,0.978772,0.04200542,0.1863695,0.01113365,0.194477
1664,0.9782001,0.04312462,0.1914462,0.01145672,0.1990436
1668,0.9791793,0.04120785,0.1827553,0.01095448,0.2032466
1672,0.9803917,0.03883213,0.1720075,0.01032775,0.2075413
1676,0.9801731,0.03926069,0.1739444,0.01046376,0.2122366
1680,0.9792765,0.04101747,0.1818931,0.01095888,0.2160215
1684,0.9795633,0.04045576,0.17935,0.01082351,0.2199907
1688,0.9791158,0.0413323,0.1833191,0.01108093,0.2238072
1692,0.9781802,0.04316354,0.1916228,0.0116079,0.2288289
1696,0.9785894,0.04236287,0.1879902,0.01140697,0.2326516
1700,0.9776593,0.04418218,0.1962488,0.01192792,0.2364031
1704,0.9786887,0.0421685,0.1871088,0.0113952,0.2408296
1708,0.9782008,0.04312319,0.1914397,0.01168002,0.2447703
1712,0.9779983,0.04351932,0.193238,0.01180823,0.2481494
1716,0.9783494,0.04283237,0.19012,0.0116382,0.2518907
1720,0.9791813,0.04120398,0.1827378,0.01121002,0.2563201
1724,0.9782403,0.043046,0.1910894,0.01174144,0.2596876
1728,0.9790956,0.04137182,0.1834981,0.01129764,0.2637781
1732,0.9793844,0.04080617,0.1809362,0.01116649,0.2685742
1736,0.9803837,0.0388478,0.1720784,0.01064099,0.2725127
1740,0.9795261,0.0405286,0.1796796,0.01113043,0.2759362
1744,0.9803791,0.0388568,0.1721191,0.01068575,0.2802273
1748,0.9811544,0.03733593,0.1652524,0.0102793,0.2839221
1752,0.9814828,0.03669149,0.162346,0.0101179,0.2875512
1756,0.9805489,0.03852391,0.1706151,0.0106652,0.2931541
1760,0.9805896,0.0384441,0.1702546,0.01065754,0.2957329
1764,0.9807143,0.03819954,0.1691502,0.01061515,0.3003404
1768,0.9802941,0.03902346,0.1728722,0.01086675,0.3033417
1772,0.9813335,0.03698456,0.1636675,0.01031812,0.3085335
1776,0.9815019,0.03665406,0.1621772,0.01024241,0.3116821
1780,0.9824927,0.03470802,0.153413,0.009712231,0.3158949
1784,0.9832014,0.03331494,0.14715,0.009335899,0.31964
1788,0.983098,0.03351837,0.148064,0.009415619,0.3236015
1792,0.9822494,0.03518605,0.1555643,0.00991381,0.327248
1796,0.9817628,0.03614187,0.1598689,0.01021067,0.3309664
1800,0.9825944,0.03450817,0.152514,0.009760954,0.3343934
1804,0.9818197,0.03602999,0.1593648,0.01022747,0.3389429
1808,0.9811544,0.03733605,0.1652529,0.0106344,0.343415
1812,0.9816898,0.03628522,0.1605148,0.01035637,0.3476229
1816,0.9811318,0.0373804,0.165453,0.01069967,0.3513346
1820,0.9812775,0.03709441,0.1641629,0.01064317,0.3553656
1824,0.982373,0.03494328,0.1544716,0.0100332,0.3582502
1828,0.9805289,0.03856307,0.170792,0.01112337,0.362507
1832,0.9804857,0.03864783,0.1711749,0.01117731,0.3665434
1836,0.9798351,0.03992319,0.1769402,0.01158323,0.3704738
1840,0.9805976,0.03842843,0.1701838,0.01117367,0.374954
1844,0.9802961,0.03901958,0.1728546,0.01137071,0.3778461
1848,0.9804486,0.03872055,0.1715034,0.01131388,0.3821217
1852,0.9798486,0.03989679,0.1768208,0.01169315,0.3857675
1856,0.9797766,0.04003787,0.177459,0.01176943,0.3900653
1860,0.9798552,0.03988373,0.1767617,0.01176547,0.3953569
1864,0.9788599,0.04183328,0.1855892,0.01237555,0.3980142
1868,0.9793151,0.04094195,0.1815511,0.01214007,0.4020564
1872,0.9792817,0.04100728,0.1818469,0.01219603,0.4063298
1876,0.978965,0.04162747,0.1846564,0.01242676,0.4111999
1880,0.9793053,0.04096109,0.1816377,0.0122457,0.4137575
1884,0.9788186,0.04191417,0.1859558,0.0125727,0.4177883
1888,0.9783896,0.04275388,0.1897638,0.01286993,0.4221259
1892,0.9776089,0.04428083,0.196697,0.01336946,0.4251801
1896,0.9780564,0.04340559,0.1927216,0.01313395,0.4288417
1900,0.9793209,0.04093051,0.1814992,0.01242134,0.4346263
1904,0.9778601,0.04378963,0.1944655,0.01333523,0.4373415
1908,0.9776968,0.04410887,0.1959157,0.01347113,0.4410228
1912,0.9776696,0.04416215,0.1961578,0.01353885,0.446123
1916,0.9771433,0.04519087,0.2008344,0.01389492,0.4493369
1920,0.9780466,0.04342484,0.192809,0.01339025,0.4543771
1924,0.9764705,0.04650539,0.2068176,0.01441007,0.4586951
1928,0.9775531,0.04439002,0.1971933,0.0137692,0.4615424
1932,0.9766899,0.04607689,0.2048663,0.01434507,0.4652117
1936,0.9761379,0.04715472,0.2097762,0.0147404,0.4697713
1940,0.9750391,0.04929882,0.2195597,0.01548263,0.4743648
1944,0.9746469,0.05006349,0.2230542,0.01578077,0.478592
1948,0.9737551,0.05180097,0.2310049,0.01638043,0.4815052
1952,0.9734044,0.05248386,0.2341338,0.01667154,0.4868089
1956,0.97503,0.04931647,0.2196403,0.01567056,0.4893195
1960,0.9743579,0.0506267,0.2256299,0.01616694,0.4947218
1964,0.9740294,0.05126667,0.2285584,0.01644117,0.4996429
1968,0.9737448,0.05182117,0.2310975,0.01666035,0.5023835
1972,0.9748079,0.04974949,0.2216189,0.01603065,0.5065477
1976,0.9754704,0.04845744,0.2157178,0.01566001,0.5109956
1980,0.9754087,0.04857779,0.2162671,0.01574936,0.5148692
1984,0.9754203,0.04855525,0.2161643,0.01580946,0.5201166
1988,0.9749631,0.049447,0.2202366,0.01615587,0.5237845
1992,0.9752107,0.04896402,0.2180305,0.01604066,0.5273175
1996,0.97561,0.04818511,0.2144751,0.01584345,0.5322375
2000,0.9740943,0.05114025,0.2279797,0.01689064,0.5357774
2004,0.9739548,0.05141205,0.229224,0.01705707,0.5409995
2008,0.9750739,0.04923081,0.219249,0.01639237,0.5466489
2012,0.9754876,0.04842395,0.215565,0.016152,0.5492257
2016,0.9753236,0.04874384,0.2170252,0.01634388,0.5552059
2020,0.9758003,0.04781371,0.2127808,0.01608078,0.5593454
2024,0.9761401,0.04715043,0.2097566,0.01592577,0.5647594
2028,0.9734477,0.05239952,0.2337473,0.01780198,0.5683497
2032,0.9749215,0.04952812,0.2206073,0.01689816,0.5750221
2036,0.9744132,0.05051887,0.2251366,0.01729002,0.5780287
2040,0.9740283,0.05126888,0.2285685,0.017636,0.5834191
2044,0.9735335,0.05223262,0.2329825,0.01806346,0.588945
2048,0.9724885,0.0542661,0.2423104,0.01886691,0.5938066
2052,0.9732116,0.05285919,0.2358545,0.01845466,0.5993866
2056,0.9715723,0.0560472,0.2504972,0.01965591,0.6025897
2060,0.9719578,0.05529803,0.2470518,0.01949863,0.6091486
2064,0.9712301,0.05671209,0.2535573,0.02009256,0.6136552
